"sgdid"	"type"	"qual"	"name"	"gene"	"alias"	"parent"	"sgdid2"	"chrom"	"start"	"end"	"strand"	"genpos"	"cver"	"sver"	"desc"
"253"	"S000005420"	"ORF"	"Verified"	"YOL059W"	"GPD2"	"glycerol-3-phosphate dehydrogenase (NAD(+)) GPD2|GPD3"	"chromosome 15"	"L000000723|L000003160"	"15"	217126	218448	"W"	NA	"2006-01-05"	"1996-07-31"	"NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog, GPD1, that arose from the whole genome duplication"
"254"	"S000005414"	"ORF"	"Verified"	"YOL053W"	"AIM39"	""	"chromosome 15"	""	"15"	230085	231272	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; null mutant displays elevated frequency of mitochondrial genome loss"
"255"	"S000005402"	"ORF"	"Verified"	"YOL042W"	"NGL1"	"RNA exonuclease"	"chromosome 15"	""	"15"	249825	250916	"W"	NA	"2011-02-03"	"1996-07-31"	"Putative endonuclease; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"256"	"S000005398"	"ORF"	"Verified"	"YOL038W"	"PRE6"	"proteasome core particle subunit alpha 4"	"chromosome 15"	"L000001488"	"15"	255337	256101	"W"	NA	"2011-02-03"	"1996-07-31"	"Alpha 4 subunit of the 20S proteasome; may replace alpha 3 subunit (Pre9p) under stress conditions to create a more active proteasomal isoform; GFP-fusion protein relocates from cytosol to the mitochondrial surface upon oxidative stress"
"257"	"S000005369"	"ORF"	"Verified"	"YOL009C"	"MDM12"	"ERMES complex subunit MDM12"	"chromosome 15"	"L000002933"	"15"	310139	309324	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial outer membrane protein, ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase"
"258"	"S000005543"	"ORF"	"Verified"	"YOR017W"	"PET127"	""	"chromosome 15"	"L000001399"	"15"	361412	363814	"W"	5.5	"2006-01-05"	"1996-07-31"	"Protein with a role in 5'-end processing of mitochondrial RNAs; located in the mitochondrial membrane"
"259"	"S000005546"	"ORF"	"Verified"	"YOR020C"	"HSP10"	"CPN10"	"chromosome 15"	"L000000815"	"15"	370844	370524	"C"	NA	"2006-01-05"	"1996-07-31"	"Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES"
"260"	"S000005548"	"ORF"	"Verified"	"YOR022C"	"DDL1"	"putative carboxylic ester hydrolase"	"chromosome 15"	""	"15"	375857	373710	"C"	NA	"2006-01-05"	"1996-07-31"	"DDHD domain-containing phospholipase A1; mitochondrial matrix enzyme with sn-1-specific activity, hydrolyzing cardiolipin, PE, PC, PG and PA; implicated in remodeling of mitochondrial phospholipids; antagonistically regulated by Aft1p and Aft2p; in humans, mutations in DDHD1 and DDHD2 genes cause specific types of hereditary spastic paraplegia, while DDL1-defective yeast share similar phenotypes such as mitochondrial dysfunction and defects in lipid metabolism"
"261"	"S000005571"	"ORF"	"Verified"	"YOR045W"	"TOM6"	"MOM8B|ISP6"	"chromosome 15"	"L000000877"	"15"	413852	414037	"W"	NA	"2006-01-05"	"1996-07-31"	"Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex"
"262"	"S000005586"	"ORF"	"Verified"	"YOR060C"	"SLD7"	"YOR29-11"	"chromosome 15"	""	"15"	441163	440390	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein with a role in chromosomal DNA replication; interacts with Sld3p and reduces its affinity for Cdc45p; deletion mutant has aberrant mitochondria"
"263"	"S000005591"	"ORF"	"Verified"	"YOR065W"	"CYT1"	"ubiquinol--cytochrome-c reductase catalytic subunit CYT1|YOR29-16|CTC1"	"chromosome 15"	"L000000472"	"15"	447439	448368	"W"	NA	"2011-02-03"	"1996-07-31"	"Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex"
"264"	"S000005612"	"ORF"	"Verified"	"YOR086C"	"TCB1"	"tricalbin"	"chromosome 15"	""	"15"	486779	483219	"C"	NA	"2011-02-03"	"1996-07-31"	"Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p, Tcb2p and Tcb3p interact; TCB1 has a paralog, TCB2, that arose from the whole genome duplication"
"265"	"S000005626"	"ORF"	"Verified"	"YOR100C"	"CRC1"	"carnitine:acyl carnitine antiporter"	"chromosome 15"	"S000007462"	"15"	514278	513295	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane carnitine transporter; required for carnitine-dependent transport of acetyl-CoA from peroxisomes to mitochondria during fatty acid beta-oxidation; human homolog SLC25A20 complements yeast null mutant"
"266"	"S000005651"	"ORF"	"Verified"	"YOR125C"	"CAT5"	"putative monooxygenase CAT5|COQ7"	"chromosome 15"	"L000000219"	"15"	559731	559030	"C"	NA	"2011-02-03"	"2003-09-22|1996-07-31"	"Protein required for ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with ubiquinone biosynthetic enzymes; required for gluconeogenic gene activation"
"267"	"S000005656"	"ORF"	"Verified"	"YOR130C"	"ORT1"	"ARG11"	"chromosome 15"	"L000003289"	"15"	570807	569929	"C"	NA	"2011-02-03"	"1996-07-31|2011-02-03"	"Ornithine transporter of the mitochondrial inner membrane; exports ornithine from mitochondria as part of arginine biosynthesis; functionally complemented by human ortholog, SLC25A15, which is associated with hyperammonaemia-hyperornithinaemia-homocitrullinuria (HHH) syndrome, but HHH-associated variants fail to complement"
"268"	"S000005662"	"ORF"	"Verified"	"YOR136W"	"IDH2"	"isocitrate dehydrogenase (NAD(+)) IDH2"	"chromosome 15"	"L000000850"	"15"	580250	581359	"W"	NA	"2011-02-03"	"1996-07-31"	"Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle; phosphorylated"
"269"	"S000005668"	"ORF"	"Verified"	"YOR142W"	"LSC1"	"succinate--CoA ligase (GDP-forming) subunit alpha"	"chromosome 15"	"L000004591"	"15"	593057	594046	"W"	NA	"2011-02-03"	"1996-07-31"	"Alpha subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate; phosphorylated"
"270"	"S000005673"	"ORF"	"Verified"	"YOR147W"	"MDM32"	""	"chromosome 15"	""	"15"	606607	608475	"W"	NA	"2011-02-03"	"1996-07-31|2005-11-30"	"Mitochondrial inner membrane protein with similarity to Mdm31p; required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MDM10, MDM12, and MDM34; variation between SK1 and S288C at residues 182 and 262 impacts invasive growth and mitochondrial network structure"
"271"	"S000005702"	"ORF"	"Verified"	"YOR176W"	"HEM15"	"ferrochelatase HEM15"	"chromosome 15"	"L000000766"	"15"	662401	663582	"W"	NA	"2011-02-03"	"1996-07-31"	"Ferrochelatase; a mitochondrial inner membrane protein, catalyzes insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway; human homolog FECH can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid"
"272"	"S000005713"	"ORF"	"Verified"	"YOR187W"	"TUF1"	"translation elongation factor Tu|tufM"	"chromosome 15"	"L000002390"	"15"	684030	685343	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial translation elongation factor Tu (EF-Tu); involved in fundamental pathway of mtDNA homeostasis; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans; rare mutations in human mitochondrial elongation factor Tu (EFTu) associated with severe lactic acidosis, rapidly progressive fatal encephalopathy, severe infantile macrocystic leukodystrophy with micropolygyria"
"273"	"S000005727"	"ORF"	"Verified"	"YOR201C"	"MRM1"	"PET56"	"chromosome 15"	"L000001392"	"15"	721708	720470	"C"	112	"2011-02-03"	"1996-07-31"	"Ribose methyltransferase; modifies a functionally critical, conserved nucleotide in mitochondrial 21S rRNA"
"274"	"S000005731"	"ORF"	"Verified"	"YOR205C"	"GEP3"	"MTG3|AIM40|LRC5|FMP38"	"chromosome 15"	""	"15"	727234	725564	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein required for mitochondrial ribosome small subunit biogenesis; null mutant is defective in respiration and in maturation of 15S rRNA; protein is localized to the mitochondrial inner membrane; null mutant interacts synthetically with prohibitin (Phb1p)"
"275"	"S000005737"	"ORF"	"Verified"	"YOR211C"	"MGM1"	"dynamin-related GTPase MGM1|MNA1"	"chromosome 15"	"L000001103"	"15"	741569	738924	"C"	123	"2011-02-03"	"1996-07-31|2006-10-03"	"Mitochondrial GTPase, present in complex with Ugo1p and Fzo1p; required for mitochondrial morphology, fusion, and genome maintenance; promotes membrane bending; exists as long and short form with different distributions; ratio of long to short forms is regulated by Psd1p; homolog of human OPA1 involved in autosomal dominant optic atrophy"
"276"	"S000005741"	"ORF"	"Verified"	"YOR215C"	"AIM41"	""	"chromosome 15"	""	"15"	747282	746725	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; the authentic protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss"
"277"	"S000005747"	"ORF"	"Verified"	"YOR221C"	"MCT1"	"[acyl-carrier-protein] S-malonyltransferase"	"chromosome 15"	""	"15"	757558	756476	"C"	NA	"2011-02-03"	"1996-07-31|2005-12-01"	"Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling"
"278"	"S000005748"	"ORF"	"Verified"	"YOR222W"	"ODC2"	"mitochondrial 2-oxodicarboxylate carrier"	"chromosome 15"	""	"15"	758330	759253	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog, ODC1, that arose from the whole genome duplication"
"279"	"S000005752"	"ORF"	"Verified"	"YOR226C"	"ISU2"	"putative iron-binding protein ISU2|NUA2"	"chromosome 15"	"L000004770"	"15"	762084	761614	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial protein required for iron-sulfur protein synthesis; performs scaffolding function during Fe/S cluster assembly; involved in Fe-S cluster assembly for both mitochondrial and cytosolic proteins; protein abundance increases under DNA replication stress; ISU2 has a paralog, ISU1, that arose from the whole genome duplication; isu1 isu2 double mutant is inviable; human homolog ISCU implicated in mitochondrial myopathy, can complement isu1 isu2 double mutant"
"280"	"S000005754"	"ORF"	"Verified"	"YOR228C"	"MCP1"	""	"chromosome 15"	""	"15"	767777	766869	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10, and other members of the ERMES complex; contains five predicted transmembrane domains"
"281"	"S000005758"	"ORF"	"Verified"	"YOR232W"	"MGE1"	"GRPE|YGE1"	"chromosome 15"	"L000000729|L000002638|L000001101"	"15"	774573	775259	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress, dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1), which also responds to oxidative stress"
"282"	"S000005767"	"ORF"	"Verified"	"YOR241W"	"MET7"	"tetrahydrofolate synthase|MET23"	"chromosome 15"	"L000001082"	"15"	786995	788641	"W"	136	"2011-02-03"	"1996-07-31"	"Folylpolyglutamate synthetase; catalyzes extension of the glutamate chains of the folate coenzymes, required for methionine synthesis and for maintenance of mitochondrial DNA; protein abundance increases in response to DNA replication stress"
"283"	"S000005777"	"ORF"	"Verified"	"YOR251C"	"TUM1"	"thiosulfate sulfurtransferase"	"chromosome 15"	""	"15"	803464	802550	"C"	NA	"2011-02-03"	"1996-07-31"	"Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; may be mitochondrially localized"
"284"	"S000005800"	"ORF"	"Verified"	"YOR274W"	"MOD5"	"tRNA dimethylallyltransferase|[MOD+]"	"chromosome 15"	"L000001131"	"15"	837674	838960	"W"	NA	"2011-02-03"	"1996-07-31"	"Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase; required for biosynthesis of isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; also has a role in tRNA gene-mediated silencing; gene encodes two isozymic forms; converts to a prion form, prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis; homolog of human TRIT1, a mutation in which is associated with severe combined respiratory chain defects"
"285"	"S000005811"	"ORF"	"Verified"	"YOR285W"	"RDL1"	"thiosulfate sulfurtransferase RDL1"	"chromosome 15"	""	"15"	849635	850054	"W"	NA	"2011-02-03"	"1996-07-31"	"Thiosulfate sulfurtransferase; contains a rhodanese-like domain; localized to the mitochondrial outer membrane; protein abundance increases in response to DNA replication stress; similar to the human TSTD gene"
"286"	"S000005812"	"ORF"	"Verified"	"YOR286W"	"RDL2"	"thiosulfate sulfurtransferase RDL2|AIM42|FMP31"	"chromosome 15"	""	"15"	850280	850729	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p, Uba4p, Tum1p, and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss"
"287"	"S000005823"	"ORF"	"Verified"	"YOR297C"	"TIM18"	""	"chromosome 15"	"S000007448"	"15"	875321	874743	"C"	NA	"2011-02-03"	"1996-07-31|2011-02-03"	"Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane; may mediate assembly or stability of the complex"
"288"	"S000005832"	"ORF"	"Verified"	"YOR305W"	"RRG7"	""	"chromosome 15"	""	"15"	889022	889750	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); YOR305W is not an essential gene"
"289"	"S000005857"	"ORF"	"Verified"	"YOR330C"	"MIP1"	"DNA-directed DNA polymerase gamma MIP1"	"chromosome 15"	"L000001113"	"15"	943385	939621	"C"	181	"2011-02-03"	"1996-07-31|2005-11-30"	"Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast, in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast, petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS), progressive external ophthalmoplegia (PEO), parkinsonism, other mitochondrial diseases"
"290"	"S000005861"	"ORF"	"Verified"	"YOR334W"	"MRS2"	""	"chromosome 15"	"L000001178"	"15"	944596	946008	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane Mg(2+) channel; required for maintenance of intramitochondrial Mg(2+) concentrations at the correct level to support splicing of group II introns; similar to bacterial CorA"
